0.328130904	0.754850088	1
0.548582996	0.83186361	1
0.093792173	0.612580835	1
0.29048583	0.991181658	1
0.208839406	0.728395062	1
0.11268556	0.521457966	1
0.221322537	0.91005291	1
0.003373819	0.587301587	1
0.474021592	0.748383304	1
0.155195682	0.68547913	1
0.390013495	0.970017637	1
0.573211876	0.596707819	1
0.552631579	0.471604938	1
0.391363023	0.733686067	1
0.111336032	0.456672546	1
0.294197031	0.770135215	1
0.398785425	0.961199295	1
0.142712551	0.761316872	1
0.169703104	0.547325103	1
0.530701754	0.616696061	1
0.106612686	0.861845973	1
0.526653171	0.699000588	1
0.118083671	0.758965315	1
0.513832659	0.53909465	1
0.327432524	0.947089947	1
0.611673414	0.66313933	1
0.513495277	0.551440329	1
0.32742915	0.788947678	1
0.156882591	0.634332745	1
0.59851552	0.677248677	1
0.060391363	0.759553204	1
0.515182186	0.580246914	1
0.455465587	0.633744856	1
0.497638327	0.619047619	1
0.093792173	0.843621399	1
0.513157895	0.509112287	1
0.568151147	0.696061141	1
0.412618084	0.720752499	1
0.320175439	0.766019988	1
0.458839406	0.771310994	1
0.453441296	0.902410347	1
0.424763833	0.723691946	1
0.064777328	0.674897119	1
0.102901484	0.514991182	1
0.127192982	0.711934156	1
0.471659919	0.706055262	1
0.270242915	0.962375073	1
0.423076923	0.782480894	1
0.332321188	0.77542622	1
0.578609987	0.801293357	1
0.406207827	0.877131099	1
0.106275304	0.599059377	1
0	0.512639624	1
0.372132254	0.737801293	1
0.291497976	0.811875367	1
0.506747638	0.922986479	1
0.551282051	0.851851852	1
0.446018893	0.875367431	1
0.064102564	0.502645503	1
0.327594467	0.761904762	1
0.306072874	0.759553204	1
0.090418354	0.686067019	1
0.132253711	0.777777778	1
0.054318489	0.733686067	1
0.353879892	0.855967078	1
0.454116059	0.767195767	1
0.413292848	0.895943563	1
0.329838057	0.962375073	1
0.534412955	0.546737213	1
0.533738192	0.548500882	1
0.280364372	0.738977072	1
0.432186235	0.694297472	1
0.181174089	0.941211052	1
0.50877193	0.781893004	1
0.076923077	0.758377425	1
0.460863698	0.647854203	1
0	0.50617284	1
0.415991903	0.884185773	1
0.476720648	0.724867725	1
0.2817139	0.724867725	1
0.61977058	0.592004703	1
0.16025641	0.466431511	1
0.585695007	0.475073486	1
0.255735493	0.800117578	1
0.31754386	0.995884774	1
0.337213225	0.790123457	1
0.231443995	0.992357437	1
0.310661269	1	1
0.560728745	0.675485009	1
0.562078273	0.493709583	1
0.080634278	0.635508524	1
0.550944669	0.648442093	1
0.308232119	0.827748383	1
0.355701754	0.879482657	1
0.109311741	0.821281599	1
0.574224022	0.48101117	1
0.550944669	0.604350382	1
0.327847503	0.74132863	1
0.438933873	0.777189888	1
0.662618084	0.512639624	1
0.403846154	0.471840094	2
0.39608637	0.26925338	2
0.452766532	0.154614932	2
0.794197031	0.050558495	2
0.415991903	0.209876543	2
0.804318489	0.185773075	2
0.655195682	0.006466784	2
0.410931174	0.215167549	2
0.841430499	0.246325691	2
0.510796221	0.23633157	2
0.908906883	0.180482069	2
0.404183536	0.53909465	2
0.38731444	0.494885362	2
0.905533063	0.334509112	2
0.419703104	0.189888301	2
0.601214575	0.01175779	2
0.875168691	0.219870664	2
0.586707152	0.135802469	2
0.609986505	0.009994121	2
0.699730094	0.0446796	2
0.962887989	0.532627866	2
0.699730094	0.038800705	2
0.831309042	0.201646091	2
0.784075574	0.196355085	2
0.446693657	0.366255144	2
0.408906883	0.419341564	2
0.409244265	0.482069371	2
0.905533063	0.341563786	2
0.885290148	0.272780717	2
0.562078273	0.051734274	2
0.888663968	0.322751323	2
0.83805668	0.134038801	2
0.824561404	0.197530864	2
0.45951417	0.212228101	2
0.399460189	0.272780717	2
0.871794872	0.205761317	2
0.414642375	0.29218107	2
0.689608637	0.103468548	2
0.65148448	0.122868901	2
0.626855601	0.061728395	2
0.57388664	0.167548501	2
0.400472335	0.510875955	2
0.902159244	0.344503233	2
0.736842105	0.063492063	2
0.740215924	0.091710758	2
0.871794872	0.272192828	2
0.41025641	0.566137566	2
0.401147099	0.441322751	2
0.64439946	0.062316285	2
0.703103914	0.137566138	2
0.360762483	0.506760729	2
0.888663968	0.174603175	2
0.602564103	0.14579659	2
0.983130904	0.48659612	2
0.505060729	0.088183422	2
0.596153846	0.017636684	2
0.851551957	0.137566138	2
0.468623482	0.286890065	2
0.915654521	0.191651969	2
0.506072874	0.237507349	2
0.730094467	0.047619048	2
0.713225371	0.0223398	2
0.335593792	0.560846561	2
0.45074224	0.23633157	2
0.95951417	0.378012934	2
0.46120108	0.23574368	2
0.446356275	0.220458554	2
0.476045884	0.128159906	2
0.422402159	0.187536743	2
0.546558704	0.047619048	2
0.669365722	0.019400353	2
0.49831309	0.145208701	2
0.885290148	0.272192828	2
0.485492578	0.092298648	2
0.787449393	0.142857143	2
0.393724696	0.450499706	2
0.550269906	0.11228689	2
0.519230769	0.225749559	2
0.534412955	0.085831864	2
0.699730094	0.061140506	2
0.773954116	0.092886537	2
0.38731444	0.380364491	2
0.902159244	0.405232216	2
0.787449393	0.162257496	2
0.391025641	0.529688419	2
0.814439946	0.126984127	2
0.895411606	0.358024691	2
0.655195682	0.106995885	2
0.831309042	0.113462669	2
0.689608637	0.114638448	2
0.841430499	0.161669606	2
0.922402159	0.463903586	2
0.706477733	0.04526749	2
0.455465587	0.148736038	2
0.719973009	0.065255732	2
0.865047233	0.286890065	2
0.518893387	0.148148148	2
0.546221323	0.072310406	2
0.473009447	0.217519106	2
0.784075574	0.072898295	2
0.402834008	0.486654909	2
0.915654521	0.358612581	2
0.407894737	0.272780717	2
0.413630229	0.298059965	2
0.905533063	0.421105232	2
0.571524966	0.075249853	2
0.406882591	0.33744856	2
0.591430499	0.03409759	2
0.568151147	0.12404468	2
0.417004049	0.278071723	2
0.407219973	0.427042916	2
0.91902834	0.272192828	2
0.787449393	0.151087596	2
0.956140351	0.383539095	2
0.535425101	0.130511464	2
0.65148448	0.104644327	2
0.83805668	0.16813639	2
0.410931174	0.450440917	2
0.989878543	0.569664903	2
0.743589744	0.042915932	2
0.814439946	0.125220459	2
0.53340081	0.093474427	2
0.912280702	0.466078777	2
0.382928475	0.478542034	2
0.932523617	0.351557907	2
0.979757085	0.386831276	2
0.600539811	0.046443269	2
0.983130904	0.543797766	2
0.61437247	0.034685479	2
0.378879892	0.35978836	2
0.87854251	0.295120517	2
0.458502024	0.165784832	2
0.83805668	0.16813639	2
0.399797571	0.499706055	2
0.868421053	0.262786596	2
0.983130904	0.48377425	2
0.733468286	0.020576132	2
0.892037787	0.272780717	2
0.45242915	0.270429159	2
0.989878543	0.516166961	2
0.414979757	0.440887713	2
0.611336032	0.037037037	2
0.912280702	0.318636096	2
0.908906883	0.360376249	2
0.631916329	0.111699001	2
0.417004049	0.488124633	2
0.888663968	0.377425044	2
0.586032389	0.041740153	2
0.355094467	0.363903586	2
0.689608637	0.072310406	2
0.760458839	0.142269253	2
0.95951417	0.535567313	2
0.740215924	0.119929453	2
0.939271255	0.402586714	2
0.929149798	0.458024691	2
0.709851552	0.073486185	2
0.589068826	0.0558495	2
0.780701754	0.058201058	2
0.956140351	0.56202234	2
0.91902834	0.402410347	2
0.5634278	0.174603175	2
0.409581646	0.502057613	2
0.356747638	0.353909465	2
0.585357625	0.13521458	2
0.854925776	0.211052322	2
0.659919028	0.100529101	2
0.827935223	0.169900059	2
0.37854251	0.454320988	2
0.925775978	0.549088771	2
0.949392713	0.509112287	2
0.386302294	0.570252792	2
0.709851552	0.072898295	2
0.723346829	0.065255732	2
0.432523617	0.216931217	2
0.346659919	0.495355673	2
0.983130904	0.49271017	2
0.962887989	0.396825397	2
0.821187584	0.081128748	2
0.399122807	0.464197531	2
0.428137652	0.368018812	2
0.895411606	0.387595532	2
0.382928475	0.389124045	2
0.496626181	0.149911817	2
0.536099865	0.154027043	2
0.543184885	0.105820106	2
0.410593792	0.300999412	2
0.952766532	0.455908289	2
0.649122807	0.002939447	2
0.451417004	0.234567901	2
0.335593792	0.51675485	2
0.811066127	0.095238095	2
0.935897436	0.507348618	2
0.440620783	0.193415638	2
0.831309042	0.181069959	2
0.53340081	0.066431511	2
0.55465587	0.043503821	2
0.438596491	0.38712522	2
0.482793522	0.243974133	2
0.651147099	0.008818342	2
0.841430499	0.24691358	2
0.827935223	0.154027043	2
0.935897436	0.560846561	2
0.433873144	0.288653733	2
0.455802969	0.249265138	2
